14:04:43,224,1
14:04:43,62,1
14:04:43,62,1
14:04:43,22,1
14:04:43,-326,1
14:04:43,160,1
14:04:43,-16,1
14:04:43,259,1
14:04:43,-451,1
14:04:43,210,1
14:04:43,87,1
14:04:43,-122,1
14:04:43,63,1
14:04:43,155,1
14:04:43,-226,1
14:04:43,-166,1
14:04:43,553,1
14:04:43,-231,1
14:04:43,69,1
14:04:43,-197,1
14:04:43,-44,1
14:04:43,170,1
14:04:43,-131,1
14:04:43,-206,1
14:04:43,290,1
14:04:43,-192,1
14:04:43,159,1
14:04:43,25,1
14:04:43,129,1
14:04:43,-362,1
14:04:43,147,1
14:04:43,-179,1
14:04:43,378,1
14:04:43,-271,1
14:04:43,-8,1
14:04:43,77,1
14:04:43,-46,1
14:04:43,-201,1
14:04:43,192,1
14:04:43,-24,1
14:04:43,-215,1
14:04:43,135,1
14:04:43,49,1
14:04:43,122,1
14:04:43,-6,1
14:04:43,-405,1
14:04:43,265,1
14:04:43,-9,1
14:04:43,-276,1
14:04:43,407,1
14:04:43,-20,1
14:04:43,-211,1
14:04:43,-191,1
14:04:43,486,1
14:04:43,-368,1
14:04:43,202,1
14:04:43,-148,1
14:04:43,154,1
14:04:43,111,1
14:04:43,-12,1
14:04:43,-120,1
14:04:43,61,1
14:04:43,-311,1
14:04:43,131,1
14:04:43,311,1
14:04:43,-296,1
14:04:43,-181,1
14:04:43,-18,1
14:04:43,187,1
14:04:43,-275,1
14:04:43,-22,1
14:04:43,233,1
14:04:43,-275,1
14:04:43,216,1
14:04:43,85,1
14:04:43,-55,1
14:04:43,-554,1
14:04:43,363,1
14:04:43,-167,1
14:04:43,280,1
14:04:43,-201,1
14:04:43,115,1
14:04:43,49,1
14:04:43,66,1
14:04:43,-175,1
14:04:43,84,1
14:04:43,-237,1
14:04:43,20,1
14:04:43,163,1
14:04:43,72,1
14:04:43,20,1
14:04:43,-60,1
14:04:43,-368,1
14:04:43,435,1
14:04:43,-126,1
14:04:43,-203,1
14:04:43,290,1
14:04:43,-23,1
14:04:43,-151,1
14:04:43,29,1
14:04:43,308,1
14:04:43,-502,1
14:04:43,163,1
14:04:43,-71,1
14:04:43,238,1
14:04:43,104,1
14:04:43,-175,1
14:04:43,-29,1
14:04:43,141,1
14:04:43,-373,1
14:04:43,276,1
14:04:43,15,1
14:04:43,30,1
14:04:43,-211,1
14:04:43,269,1
14:04:43,-204,1
14:04:43,175,1
14:04:43,-431,1
14:04:43,151,1
14:04:43,29,1
14:04:43,-49,1
14:04:43,176,1
14:04:43,175,1
14:04:43,-200,1
14:04:43,-186,1
14:04:43,232,1
14:04:43,-81,1
14:04:43,141,1
14:04:43,68,1
14:04:43,53,1
14:04:43,186,1
14:04:43,-141,1
14:04:43,-9,1
14:04:43,-44,1
14:04:43,47,1
14:04:43,218,1
14:04:43,-408,1
14:04:43,74,1
14:04:43,93,1
14:04:43,-298,1
14:04:43,314,1
